author,text
z ps,"난 중국 좋아함






중화민국"
B.H Lee,지들 손으로 다 불살라버려놓고 이제와서 역사 만들기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
YongJa Kang,"https://www1.president.go.kr/petitions/593848

샤이닝 니키 관련 청원 링크

현정부가 이번 사태에 대해서 적극적인 조취를 취할거라고 생각되진 않습니다
하지만 인원수만 채운다면 현정부가 적절한 조취를 취하지 않더라도 보수 당에게는 좋은 딜교거리가 될거라고 생각합니다 

상당히 정치적인 글이라고 생각됩니다만 우리의 것을 지키는데 힘을 모아야할 때라고 생각합니다"
자랑스러운 똘똘이,"중국의 시스템만 문제로 봐야할까요, 진실을 찾지 않고 오로지 국뽕에만 취해있는 짜장들도 문제가 있는거겠죠?  요번에 롤드컵 KDA공연도 어떻게든 K pop에 짜장 발라 볼려고 발악하는거 보니 너무 역겹던데.."
423 Colld,"그래 다 중국꺼지?
만물의 근원도 중국이지?
근데 코로나는 왜 중국꺼 아니니?"
유칼리스테오,시원하다~
류동화,중국은 구절하고 있는겁니다. 이렇게 큰 나라를 왜 존경해주고 우러러보지 않느냐고 그러니까 제발 존경해달라고 징징대고 구걸하고있는 겁니다. 수천년전부터 아시아를 움직였던 중화의 대협들이 이것을 본다면 지하에서 정말 한탄하고 있겠죠
의문의남자,아따 형님 부담되셨을텐데 다뤄주셔서 너무 감사합니다
쿠루루,ㅅㅂ 중국인이라는게 쪽팔린다
토리,대단하다! 중국인! 대단하다! 공산당!
_ivy eve,중국이 홍콩을 삼켜 먹었던 행동을 다른 나라에까지 시도 하고 있는겁니다. 트럼프가 중국 모바일 컨텐츠 쓰지 말라고 막은 후 어땠습니까 타격 꽤 컸습니다.물건의 물량이 많은 중국은 따로 팔곳이 없을떄에 타격을 받는겁니다ㅋㅋㅋㅋㅋㅋ 아직도 틱톡 하고 있는 멍청이들은 제발 접어. 그래놓고 개인정보 운운하지 말고 그리고 제발 정신 차려서 중국 컨텐츠 불매하라고ㅋㅋㅋㅋㅋㅋ
왓썹어흥,이러다 사무라이도 중국의 문화라고 하겠네
김이슬이 영상 갤러리,Taiwan No.1
Orn,그럼 이제 방호복 코스튬 낸다음에 중국산이라 표기하면 되겠네 ㅋㅋㅋㅋ
모모,와ㅋㅋㅋ 중국 싫어하는 사람 많은줄은 알았지만ㅋㅋㅋ 세계가 저렇게 싫어할줄은ㅋㅋㅋ
오또케오또케,이런 영상 올리면 뭐해 ㅋㅋ 윗대가리들이 친중인데^^
김명현,천안문
St Inner plane,핑핑아! 핑핑아! 마~오~
MG크샤트리아,"이러니 한족이 2500년이상 중국에서 천민취급 당했던거 머리검은 짐슴은 거두지 말라는말은
중국 한족 보고 한말인게 학계의 정설~ㅋㅋㅋ"
Edwin,아 ㅋㅋ covid19 적어놔야지
박제사,방사능복은 일본산ㅋㅋㅋ 콜록
PP K, @Edwin  정확히는 우한 바이러스 ㅋㅋ
최현철,"왜 우리나라 주변에는 저딴나라밖에 없냐
오른쪽에 빡대가리 섬나라는 자꾸 우리땅 뺐어가고
왼쪽에 속좁은 대륙은 자꾸 우리역사를 뺐어가네"
-무임승턱,짱
Yoong,쟤네는 영어도 중국 사투리라고 그것도 학자들이 주장하는 레벨이야 ㅋㅋㅋㅋㅋㅋ 뭘 상상하든 상상 이하를 보게 되는 나랔ㅋㅋㅋㅋㅋㅋ
정다원,비단 한복만의 문제가 아님..
한세현,좌파가 역사교과서에 정성을 다해서 조작하는 이유가 있습니다. 전대미문 현 대통령의 위대하신 업적이 역사책에 실려있는 세상이죠
별빛Starlight,반대 누르는 애들은 중국인인가?
대재규,상대는 공산당이다... 문화를 잠식키신 공산당이야! 중공이라고? 어림도 없다! 암! 아아아아암!
B취미장난채널,민주주의는 중국의 것입니다.
lullullala,???: 일본이 백년의 적이라면 중국은 천년의 적이다.
김잼민,유튜브도 zzang gge 한글로 적으면 자꾸 댓글 삭제 시키는데 그만좀 했으면 좋겠다
말랑,사이다.....!
Hwang DongJin,엔딩 미쳤습니까? 개빵터졌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
hc y,중국몽 한다고 병신짓하는 세끼 하나 있어서 안될겁니다
노강민,이런 영상 함부로 올렸다가  대통령님 화나시면 어쩌시려고 ㄷㄷ
햄쮸,반중친미 답이다 ㅅㅂ
사람언저리,"마지막에 '신비한' 핑핑이 드립 너무 재밌네욬ㅋㅋㅋㅋㅋ

(똑똑)
??? : 워싱칭타오(택배왔습니다)"
U_Know LEE,중국은 진짜 답없는거같어
Yong Hun Shin,"핑핑아 핑핑아!
마오~ ㅋㅋㅋㅋㅋㅋㅋㅋ"
정상훈,썅놈들
kh k,호 24가 있는걸 보니 우리나라에 조선족이 많이 들어와 있구나
보스트로얀,박근혜 국정교과서 말하는거야?
이름짓기귀찮ꪜ,그냥 역사의 시작부터 적이였지 뭐...
이하늘,이게 정으니가 한 말인가 뭔가 그거냐?
밍각," @-저는 나치가 싫어요  ㅇㅈ ㅋㄲ
외국인들 보면 일본 좋아하고 중국 극혐함 
우리나라도 일본이랑 역사적 갈등만 없었어도 잘지냈을듯 ㅋㅋㅋ"
문법레지스탕스, @밍각  ㄴㄴ 일본 정치인이 표 빨아 먹겠다고 혐한조장해서 그런거
켈리혼,그냥 중국은 5천년 역사의 시작부터 적이었습니다
노래숲,물론 지금은 사상이랑 중국 정부나 중국인들의 인식? 때문에 중국이랑 사이 안좋지만 역사상으로는 서로 돕고 문화를 공유하는 우방국이었음. 중국이랑 사이가 안좋아진 건 6.25 이후이니 천년의 적이란 표현은 별로인듯
노래숲, @-저는 나치가 싫어요  닉이랑 댓글이랑 너무 안어울리는 것 같습니다 형님
Sean, @문법레지스탕스  표빨아먹기 전에도 일본에 대한 혐오감정은 자국내에서 있었음. 독립하기 전부터 친일파 숙청 논의가 꾸준히 있었는데 그걸 제대로 못하고 친일하던 사람들이 윗대가리먹고 정치해서 점차 무뎌진거지. 아마 그때 북한처럼 친일파 싸그리 잡아 족쳤으면 우리나라는 무역이랑 교류를 많이해서 조금은 덜하긴해도 북한사람들이 일본 보는 느낌이랑 많이 다르진 않을듯. 일단 일본순사 경험한 우리 할머니부터 일본 싫어함.
노래숲, @ᄋᄋ  혹시 천년의 적이라는 역사적 증거가 있나요? 중공을 없애고 중국을 민주화 시키는 게 당연히 옳은 행동이지만 현재 중국이 한반도와 세계에 미치고 있는 영향만봐도 너무 적대시 할 수 없는 게 현실입니다ㅠ
팝콘팔아요," @노래숲  우방국 좋아하네. 허구헌날 조공하고 여성들 끌려가고 왕이 될려면 비굴하게 중국가서 허락을 맡아야 하고 인사를 가야했어,, 그게 우방임??  중국인간 같은데. 병자호란이 뭔지는 아니??"
태현김, @노래숲  혹시 수나라가 무슨 나라인지는 아시나요
팝콘팔아요,그런식으로 따짐 일본이 임진왜란 제외하고 사이 좋았어. 왜구가 극성이였지 통신사 보내면서 서로 문화 교류하고 그랬지. 일본넘들은 왜구하고 임진왜란 그리고 한국 강제 침탈 이게 크지만 저 중국은 이미 1천년전 부터도 이런짓 해왔음
권태환,천년? ㄴㄴ 최소 삼천년은 싸웠지
triplete, @노래숲  사람들이 일제강점기만 기억하고 중국밑에서 사실상 속국으로 지낸 기간은 새까맣게 까먹음ㅋㅋㅋ
노래숲, @태현김  아 그렇긴 합니다. 역사적으로도 많은 분쟁이 있었긴 했죠. 하지만 그렇게 싸울 때를 제외하고는 많은 긍정적 문화 교류를 하였고 기술을 전수 받은 것 또한 사실입니다
이채현, @밍각  솔직히 일본은 그것만빼면 좋은나라임 물론 한국보다 못한것도 많지만
노래숲," @triplete  중국에서 사실상 속국으로 지냈을 때는 원나라를 제외하고는 조공을 제공하는 관계로, 최소한 지도자가 한국인이었습니다. 제국주의 일제와 같은 가치로 볼 수는 없을 것 같습니다"
이채현, @triplete  당연히 생각못하지... 일제강점기처럼 직접적으로 피해 입은 느낌은 없는데
김민영,ㄹㅇㅋㅋ 고조선 멸망도 중국이 한 거 아니냐?
노래숲, @ᄋᄋ     그런 부분들은 맞는 것 같습니다. 하지만 중국을 대체할 국가가 나오기도 어렵고 '적'으로 간주하기에는 대한민국에 너무 많은 영향이 있어서 외교적으로 힘들 다는 말이었습니다.. 당연히 저도 현대 중공을 좋아하진 않죠
객관성테스트 82, @노래숲  글쎄요 역사공부해봐도 중국을 아버지의 나라라고 떠받들고 식민지라고 봐도 무방하던데
흰댕댕이,천년의적은 일본이고 영원한 적이었음
객관성테스트 82, @노래숲  긍정적 문화교류하고 기술전수받은건 일본도 마찬가지 아닌가요? 일본인이 한국인 죽여봤자 얼마나 죽였다고...6.25때 중공군이 훨씬많이 죽였지
Turn TAIL,"평상시 잘지내다가 한번 죽일 려다가 실패하면
그거 사이 좋은거야?
그리고 중국과 일본 간도땅 지들멋대로 사고판놈들이야 
평소에는 웃고지내도 이빨들어내는 거 보이면
우린 충분히 경각심 가지고 적대 할만해."
역병으사,솔직히 지금 중국이 제 2의 나치로 변했는데 일본과의 적대감이 문제냐. 호랑이를 몰아내려면 늑대건 뭐건 다 손잡고 함께 물리쳐야지
노래숲," @객관성테스트 82  전 일본을 혐오 한다고 한적 없었고, 일본은 우리가 일본에게 기술을 전해준 입장이죠. 옛부터 동북아시아 3국 사이는 중간 중간 싸우기도 했고, 큰 전쟁이 있었기도 했지만 서로 좋은 영향을 주고 받는 사이였습니다."
노래숲, @Re to  이분 말이 맞다
표절찾기, @밍각  역사적 갈등이 알파이자 오메가인데 뭘 빼요 ㅋㅋㅋ
카린,"그 중국이 땅덩이 믿고 지금까지 역사날조하고 주변국들 속국만들고요, 전쟁일으키고요 니땅내땅 내땅내땅 거리고요, 
아무튼 인구수랑 땅덩어리믿고 깝치니까 하루빨리 아편전쟁때처럼 또 한바탕 주변국들의 매운맛좀 봐야 정신차릴듯"
안녕, @팝콘팔아요  사실상 조선이 일본 통수친경우도 허다함 ㅋㅋ
진훈," @노래숲  고조선이 ""한""나라한테 멸망했다는 건 알고 계시죠?"
노래숲, @진훈  제가 쓴 댓글은 제발 끝까지 읽어주시길...
bag douche, @문법레지스탕스  그건 둘다똑같음ㅋㅋ
Hoony H,그냥 born to be enemy 아님?
노래숲, @진훈  그리고 어차피 당시 고조선은 중앙집권화가 안되있었기 때문에 꼭 한나라가 아니였어도 다른 세력이나 내분에 의해 금방 망했을 겁니다
알라너자신을, @ᄋᄋ  일본은 지나친 우경화. 한국은 좌경화되는게각각문제
고블린, @밍각  역사적 갈등 상관없이 더 갈 거 없이 독도에서부터 지랄하고 수역문제로 맨날 투닥거리는데 친해질수가없음 일본 정계가 너무 썩어있음
문법레지스탕스, @Sean  좋아지다가도 자꾸 시비거니까... 그거 말한 거예요
흰댕댕이, @ᄋᄋ  오타임 중국은 영원한 적이었음 이라고..중국을 뺏엇네
이준호, @Protoss Fenix  신비해졌네ㅇ
나리빛,"我们穿着韩服赢得了民主主义。 谢谢你们喜欢韩服，我支持中国的民主化！
우린 한복을 입고 민주주의를 이뤄냈지 한복 좋아해줘서 고맙다, 중국의 민주주의도 응원해!"
SG M,"정부 웃기는게 일본이 ㅈㄹ하면 눈돌아가서 욕하던데
중국은 더 심하게 ㅈㄹ중인데 왜 입꾹닫하는건데ㅋㅋ"
Minho,아 쓰바 지구는 다 중국입니다.
SXPO,마지막 진짜 성회형 뽕 찬다 ㅋㅋ 아 시원해
뇌격라이키리,한국인 중국 선호도가 저렇게 낮다구요? 그럴거 같지 않은데..
김종욱,샤이닝니키인가 얘네 환불은 해줌?
오리너굴맨,"전작인 아이러브니키 베타때부터 최근까지 즐겨왔고 정도 많이 든 입장에서 후속작을 정말 기대하고 있었는데 이딴식으로 보내야 한다는게 너무 화가납니다...이만큼 룩덕들 만족시키는 게임 찾기 힘든데 왜하필이면 중국게임이어서 이 사태가 난건지...
좋은 추억으로 남기고 보내고 싶었는데 당장 보내려니 아쉬움이 너무 큽니다"
심심한고양이,진짜 세계의 질병이다
김춘옹,핑핑이 엔딩까지 완-벽
ElectricShock,"우리가 왜 중국눈치 봐야하지 ??
돈때문이야 ??
그럼 그돈버리면 되잖아
게임유통사들 멍청이들인가....
내가 마윈이었으면 당장에 국적 바꿨겠다
더러워서 어떻게 공상당 밑에서 빌빌 기는짓은 못해먹겠다."
b m,중국이 민주주의였으면 이미 중국아니라 몇몇개의 나라로 분리되었을거임
한량맨,FREE HONGKONG TAIWAN NO.1
카미도Kamido,??? : 아 이건 나도 쫌.......
테슬라,새삼스럽게 머 태권도도 지들꺼라고 하는데
Sung Hoon Choi,ㅋㅋㅋㅋㅋㅋ아..좋다
노진규,이영상을 민*당과 대*문들이  싫어합니다
고다운,핑핑아! 핑핑아! 마오~
Yuyeal Lee,"我喜欢你们的中国,希望中国有多个左右。
난 너희 중국이 좋아서 중국이 여러 개 있었으면 좋겠어."
새호무호무해,위구르 언급하면 발작버튼 일으키는 그나라
SURI MA,저놈들은 다 SB 입니다
김용준,난 개인이오
BOOLINT,나도 개인할래
그렇구나 친구야,난 5인팟이요
Cloud,응애 나 애기개인
김참새,착해지는중....
새우집사,난 개인쥐요~(겐지아님)
하윤,천.안.문
v레인v cho,멋져요~~~중국어와 영어로
무호흡딜링,응애 나 개인
초 미각 스페셜 테이스터,중국 국민들의 민중봉기를 응원합니다!!
누구인가?,"나는 개인 어쩌고...
이 일과 관련이 웅엥웅"
김진환,"근데 자기들은 한복이 아니라, 한푸라고 해서 민주주의는 아니라 할놈 있을듯"
쟁맹,나는 개인주의야
김빙글뱅글,"나는 개인이오
我是个人
ㅋㅋㅋㅋㅋ"
sh y," @김김김  ㅋㅋㅋㅋㅋㅋㅋ 부들부들 꿀잼
대국이라며?? 왤케 화가 나셨어 ㅋㅋ"
crono, @김김김  짱
0RL, @김김김   응 외국 혐오대상 1위 중국인^^
브라질노동자,"중국 인성문제있어?  있네
중국 개인주의야?  개인이네"
hello wow,"이런 댓글들이 자주 보이는데 도대체 처음에 한복이 민주화의 상징이라고 말한게 누군가요? 웃긴 드립인가요? 아니면 진심인가요? 처음에 전 이런 댓글들보자마자 일부러 한국인들을 바보로 만들려고 중국인들이 공작한 줄 알았어요. 한복이 민주화의 상징이면 한복을 입는 북한 사람들과 조선족은 뭘까요? 님 논리대로면 북한 사람들이 한복 입고 북한 정권을 찬양하고 조선족들이 한복 입고 중국을 찬양하는데 그러면 한복은 공산주의, 전체주의, 독재의 상징이 되죠."
hello wow,그리고 애초에 뻔뻔하고 비열한 중국인들한테 그런 논리는 통하지도 않습니다.
이용재, @hello wow  어.. 이 드립이 왜 나왔을까 하고 생각해보면 됩니다. 한복이 중국거라고 말하는 나쁜 사람들을 착해지게 하려고 만든 말이에요
맹슬기,"적당한 멘트 몇개는 던지더군요 너무 사린 멘트였지만.
 최근 뉴스에서 봤습니다"
전주영,애초에 반일 감정 자체가 거대한 프로파간다의 산물이기 때문에 그럼 ㅋㅋㅋㅋ
